Sentence #,text,word,tag
Sentence 33,"The damage caused by tornadoes and severe storms is already increasing, according to Munich Re, one of the world's top reinsurance companies. IMPLIED_BASE IMPLIED_BASE",already,O
Sentence 33,"The damage caused by tornadoes and severe storms is already increasing, according to Munich Re, one of the world's top reinsurance companies. IMPLIED_BASE IMPLIED_BASE",increasing,O
Sentence 33,"The damage caused by tornadoes and severe storms is already increasing, according to Munich Re, one of the world's top reinsurance companies. IMPLIED_BASE IMPLIED_BASE",reinsurance companies,O
Sentence 33,"The damage caused by tornadoes and severe storms is already increasing, according to Munich Re, one of the world's top reinsurance companies. IMPLIED_BASE IMPLIED_BASE",IMPLIED_BASE,base
Sentence 34,"Residents were told it could take weeks for the water levels to drop, and the increased releases from Keystone Dam might raise it even higher. IMPLIED_BASE IMPLIED_BASE",Residents,O
Sentence 34,"Residents were told it could take weeks for the water levels to drop, and the increased releases from Keystone Dam might raise it even higher. IMPLIED_BASE IMPLIED_BASE",water,base
Sentence 34,"Residents were told it could take weeks for the water levels to drop, and the increased releases from Keystone Dam might raise it even higher. IMPLIED_BASE IMPLIED_BASE",levels,O
Sentence 34,"Residents were told it could take weeks for the water levels to drop, and the increased releases from Keystone Dam might raise it even higher. IMPLIED_BASE IMPLIED_BASE",increased,O
Sentence 34,"Residents were told it could take weeks for the water levels to drop, and the increased releases from Keystone Dam might raise it even higher. IMPLIED_BASE IMPLIED_BASE",releases,O
Sentence 34,"Residents were told it could take weeks for the water levels to drop, and the increased releases from Keystone Dam might raise it even higher. IMPLIED_BASE IMPLIED_BASE",Dam,base
Sentence 34,"Residents were told it could take weeks for the water levels to drop, and the increased releases from Keystone Dam might raise it even higher. IMPLIED_BASE IMPLIED_BASE",might,O
Sentence 34,"Residents were told it could take weeks for the water levels to drop, and the increased releases from Keystone Dam might raise it even higher. IMPLIED_BASE IMPLIED_BASE",raise,O
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,Floods,base
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,kill,O
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,people,base
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,in the United States,O
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,severe,O
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,weather,base
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,cause,O
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,billions of dollars,O
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,damages,O
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,every year,O
Sentence 35,Floods kill more people in the United States than any other kind of severe weather and cause billions of dollars in damages every year. IMPLIED_BASE IMPLIED_BASE,IMPLIED_BASE,base
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,Smoke,base
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,from,O
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,wildfires,base
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,can,O
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,trigger,O
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,asthma,base
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,events,O
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,can,O
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,precipitate,O
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,heart attacks,base
Sentence 36,Smoke from wildfires can trigger asthma events and can also precipitate heart attacks and strokes. IMPLIED_BASE IMPLIED_BASE,strokes,base
Sentence 37,The toxins produced by some species of cyanobacteria (called cyanotoxins) cause acute and chronic illnesses in humans. IMPLIED_BASE IMPLIED_BASE,produced by,O
Sentence 37,The toxins produced by some species of cyanobacteria (called cyanotoxins) cause acute and chronic illnesses in humans. IMPLIED_BASE IMPLIED_BASE,cyanobacteria,base
Sentence 37,The toxins produced by some species of cyanobacteria (called cyanotoxins) cause acute and chronic illnesses in humans. IMPLIED_BASE IMPLIED_BASE,cyanotoxins,base
Sentence 37,The toxins produced by some species of cyanobacteria (called cyanotoxins) cause acute and chronic illnesses in humans. IMPLIED_BASE IMPLIED_BASE,cause,O
Sentence 37,The toxins produced by some species of cyanobacteria (called cyanotoxins) cause acute and chronic illnesses in humans. IMPLIED_BASE IMPLIED_BASE,acute,O
Sentence 37,The toxins produced by some species of cyanobacteria (called cyanotoxins) cause acute and chronic illnesses in humans. IMPLIED_BASE IMPLIED_BASE,chronic,O
Sentence 37,The toxins produced by some species of cyanobacteria (called cyanotoxins) cause acute and chronic illnesses in humans. IMPLIED_BASE IMPLIED_BASE,illnesses,base
Sentence 37,The toxins produced by some species of cyanobacteria (called cyanotoxins) cause acute and chronic illnesses in humans. IMPLIED_BASE IMPLIED_BASE,in humans,O
Sentence 38,“We expect more hurricanes and tropical storm events as impacts of global warming.” IMPLIED_BASE IMPLIED_BASE,We expect,O
Sentence 38,“We expect more hurricanes and tropical storm events as impacts of global warming.” IMPLIED_BASE IMPLIED_BASE,more,O
Sentence 38,“We expect more hurricanes and tropical storm events as impacts of global warming.” IMPLIED_BASE IMPLIED_BASE,hurricanes,base
Sentence 38,“We expect more hurricanes and tropical storm events as impacts of global warming.” IMPLIED_BASE IMPLIED_BASE,tropical storm,base
Sentence 38,“We expect more hurricanes and tropical storm events as impacts of global warming.” IMPLIED_BASE IMPLIED_BASE,events,O
Sentence 38,“We expect more hurricanes and tropical storm events as impacts of global warming.” IMPLIED_BASE IMPLIED_BASE,as impacts of,O
Sentence 38,“We expect more hurricanes and tropical storm events as impacts of global warming.” IMPLIED_BASE IMPLIED_BASE,global warming,base
Sentence 39,"Ryan, who operates several orchards in the Hudson Valley, has experienced three major crop losses due to bad weather in the last decade. IMPLIED_BASE IMPLIED_BASE",in the Hudson Valley,O
Sentence 39,"Ryan, who operates several orchards in the Hudson Valley, has experienced three major crop losses due to bad weather in the last decade. IMPLIED_BASE IMPLIED_BASE",major,O
Sentence 39,"Ryan, who operates several orchards in the Hudson Valley, has experienced three major crop losses due to bad weather in the last decade. IMPLIED_BASE IMPLIED_BASE",crop,base
Sentence 39,"Ryan, who operates several orchards in the Hudson Valley, has experienced three major crop losses due to bad weather in the last decade. IMPLIED_BASE IMPLIED_BASE",losses,O
Sentence 39,"Ryan, who operates several orchards in the Hudson Valley, has experienced three major crop losses due to bad weather in the last decade. IMPLIED_BASE IMPLIED_BASE",due to,O
Sentence 39,"Ryan, who operates several orchards in the Hudson Valley, has experienced three major crop losses due to bad weather in the last decade. IMPLIED_BASE IMPLIED_BASE",bad,O
Sentence 39,"Ryan, who operates several orchards in the Hudson Valley, has experienced three major crop losses due to bad weather in the last decade. IMPLIED_BASE IMPLIED_BASE",weather,base
Sentence 39,"Ryan, who operates several orchards in the Hudson Valley, has experienced three major crop losses due to bad weather in the last decade. IMPLIED_BASE IMPLIED_BASE",in the last decade,O
Sentence 40,"Rapid climate shifts in the past millennium are said to have contributed, in part, to wars across the Northern Hemisphere and in China. IMPLIED_BASE IMPLIED_BASE",Rapid,O
Sentence 40,"Rapid climate shifts in the past millennium are said to have contributed, in part, to wars across the Northern Hemisphere and in China. IMPLIED_BASE IMPLIED_BASE",climate shifts,base
Sentence 40,"Rapid climate shifts in the past millennium are said to have contributed, in part, to wars across the Northern Hemisphere and in China. IMPLIED_BASE IMPLIED_BASE",in the past millennium,O
Sentence 40,"Rapid climate shifts in the past millennium are said to have contributed, in part, to wars across the Northern Hemisphere and in China. IMPLIED_BASE IMPLIED_BASE",are said to have,O
Sentence 40,"Rapid climate shifts in the past millennium are said to have contributed, in part, to wars across the Northern Hemisphere and in China. IMPLIED_BASE IMPLIED_BASE",contributed,O
Sentence 40,"Rapid climate shifts in the past millennium are said to have contributed, in part, to wars across the Northern Hemisphere and in China. IMPLIED_BASE IMPLIED_BASE",in part,O
Sentence 40,"Rapid climate shifts in the past millennium are said to have contributed, in part, to wars across the Northern Hemisphere and in China. IMPLIED_BASE IMPLIED_BASE",wars,base
Sentence 40,"Rapid climate shifts in the past millennium are said to have contributed, in part, to wars across the Northern Hemisphere and in China. IMPLIED_BASE IMPLIED_BASE",across the Northern Hemisphere,O
Sentence 40,"Rapid climate shifts in the past millennium are said to have contributed, in part, to wars across the Northern Hemisphere and in China. IMPLIED_BASE IMPLIED_BASE",in China,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",know,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",emotional,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",distress,base
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",during pregnancy,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",mood,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",disorders,base
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",can,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",triggered,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",as,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",women,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",uncertainty,base
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",climate change,base
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",brings,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",families,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",can,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",affect,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",physical,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",neurological,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",cognitive,O
Sentence 41,"We also know that emotional distress during pregnancy and mood disorders, which can be triggered as women face the uncertainty that climate change brings to their lives and the lives of their families, can affect not only the physical but also the neurological and cognitive development of the unborn child. IMPLIED_BASE IMPLIED_BASE",development of the unborn child,base
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",increased,O
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",violence,base
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",clearly,O
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",link,O
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",rapid,O
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",climate change,base
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",development,O
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",violence-prone,O
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",adults,base
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",:,O
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",food insecurity,base
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",economic,O
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",deprivation,base
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",susceptibility,O
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",terrorism,base
Sentence 42,"Although there are many such indirect pathways to increased violence, we outline four that clearly link rapid climate change to the development of violence-prone adults: food insecurity, economic deprivation, susceptibility to terrorism, and preferential ingroup treatment. IMPLIED_BASE IMPLIED_BASE",preferential ingroup treatment,base
Sentence 43,"When combined with the other ways humans are damaging the environment, climate change is now pushing a growing number of species, such as the Bengal tiger, closer to extinction. IMPLIED_BASE IMPLIED_BASE",climate change,base
Sentence 43,"When combined with the other ways humans are damaging the environment, climate change is now pushing a growing number of species, such as the Bengal tiger, closer to extinction. IMPLIED_BASE IMPLIED_BASE",is,O
Sentence 43,"When combined with the other ways humans are damaging the environment, climate change is now pushing a growing number of species, such as the Bengal tiger, closer to extinction. IMPLIED_BASE IMPLIED_BASE",now,O
Sentence 43,"When combined with the other ways humans are damaging the environment, climate change is now pushing a growing number of species, such as the Bengal tiger, closer to extinction. IMPLIED_BASE IMPLIED_BASE",pushing,O
Sentence 43,"When combined with the other ways humans are damaging the environment, climate change is now pushing a growing number of species, such as the Bengal tiger, closer to extinction. IMPLIED_BASE IMPLIED_BASE",growing number of,O
Sentence 43,"When combined with the other ways humans are damaging the environment, climate change is now pushing a growing number of species, such as the Bengal tiger, closer to extinction. IMPLIED_BASE IMPLIED_BASE",species,base
Sentence 43,"When combined with the other ways humans are damaging the environment, climate change is now pushing a growing number of species, such as the Bengal tiger, closer to extinction. IMPLIED_BASE IMPLIED_BASE",closer to extinction,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",pressure,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",crops,base
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",from,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",pollution,base
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",habitat,base
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",changes,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",has,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",made,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",prices,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",soar,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",caused,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",food,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",riots,base
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",in Latin America,O
Sentence 44,"Even though overall the world is growing more food, pressure on crops from pollution, habitat changes and other forces has made prices soar and even caused food riots in Latin America, he said. IMPLIED_BASE IMPLIED_BASE",IMPLIED_BASE,base
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",warming,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",climate,base
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",could,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",mean,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",increased,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",extinction,base
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",risk,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",large fraction of species,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",spread,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",diseases,base
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",undermining,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",food security,base
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",reduced,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",renewable,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",surface,O
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",water,base
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",groundwater,base
Sentence 45,"A warming climate could also mean increased extinction risk for a large fraction of species, the spread of diseases, an undermining of food security, and reduced renewable surface water and groundwater resources. IMPLIED_BASE IMPLIED_BASE",resources,O
Sentence 46,"Sustained extreme heat may also decrease industrial productivity, bringing about economic depressions. IMPLIED_BASE IMPLIED_BASE",Sustained extreme heat,O
Sentence 46,"Sustained extreme heat may also decrease industrial productivity, bringing about economic depressions. IMPLIED_BASE IMPLIED_BASE",may,O
Sentence 46,"Sustained extreme heat may also decrease industrial productivity, bringing about economic depressions. IMPLIED_BASE IMPLIED_BASE",decrease,O
Sentence 46,"Sustained extreme heat may also decrease industrial productivity, bringing about economic depressions. IMPLIED_BASE IMPLIED_BASE",industrial,base
Sentence 46,"Sustained extreme heat may also decrease industrial productivity, bringing about economic depressions. IMPLIED_BASE IMPLIED_BASE",productivity,O
Sentence 46,"Sustained extreme heat may also decrease industrial productivity, bringing about economic depressions. IMPLIED_BASE IMPLIED_BASE",bringing about,O
Sentence 46,"Sustained extreme heat may also decrease industrial productivity, bringing about economic depressions. IMPLIED_BASE IMPLIED_BASE",economic depressions,base
Sentence 46,"Sustained extreme heat may also decrease industrial productivity, bringing about economic depressions. IMPLIED_BASE IMPLIED_BASE",IMPLIED_BASE,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",ecomigration,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",is the result of,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",rapid,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",climate change,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",of course,O
